Date,Type,Description,Account_Type,Card_Name,Amount,Category
2025-07-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2945.87,Services
2025-07-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-07-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-07-01,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-187.39,Shopping
2025-07-02,Expense,Supply Warehouse,Business,Business Checking *9901,-179.06,Services
2025-07-02,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-47.06,Health
2025-07-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1762.72,Services
2025-07-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-07-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1064.87,Services
2025-07-04,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-61.7,Shopping
2025-07-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2603.09,Services
2025-07-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-07-05,Expense,Travel Purchase,Personal,Travel Rewards *5541,-53.6,Travel
2025-07-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2839.31,Services
2025-07-07,Expense,Supply Warehouse,Business,Business Checking *9901,-357.34,Services
2025-07-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-07-07,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-130.29,Shopping
2025-07-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2161.27,Services
2025-07-08,Expense,Travel Purchase,Personal,Travel Rewards *5541,-160.9,Travel
2025-07-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-07-09,Expense,Travel Purchase,Personal,Travel Rewards *5541,-42.05,Travel
2025-07-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1162.31,Services
2025-07-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-07-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-07-10,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-41.92,Shopping
2025-07-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1814.57,Services
2025-07-11,Expense,Supply Warehouse,Business,Business Checking *9901,-291.63,Services
2025-07-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-07-11,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-176.69,Shopping
2025-07-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2910.06,Services
2025-07-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1724.64,Bills
2025-07-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1724.64,Bills
2025-07-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2159.5,Bills
2025-07-12,Payment,Payment Received,Personal,Travel Rewards *5541,2159.5,Bills
2025-07-12,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-159.03,Health
2025-07-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-07-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2732.7,Services
2025-07-14,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-135.52,Entertainment
2025-07-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,913.39,Services
2025-07-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-07-16,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-166.74,Food & Drink
2025-07-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1638.13,Services
2025-07-17,Expense,Supply Warehouse,Business,Business Checking *9901,-247.06,Services
2025-07-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-07-17,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-150.04,Food & Drink
2025-07-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1545.84,Services
2025-07-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1239.02,Services
2025-07-19,Expense,Supply Warehouse,Business,Business Checking *9901,-406.32,Services
2025-07-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-07-19,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-116.36,Health
2025-07-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1404.3,Services
2025-07-21,Expense,Supply Warehouse,Business,Business Checking *9901,-192.43,Services
2025-07-21,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-28.47,Food & Drink
2025-07-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1009.58,Services
2025-07-22,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-42.28,Travel
2025-07-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2930.83,Services
2025-07-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1808.45,Services
2025-07-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1843.2,Services
2025-07-26,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-52.46,Food & Drink
2025-07-27,Expense,Supply Warehouse,Business,Business Checking *9901,-282.1,Services
2025-07-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1890.38,Services
2025-07-28,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-188.65,Food & Drink
2025-07-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1298.52,Services
2025-07-29,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-18.22,Shopping
2025-07-30,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-30.82,Entertainment
2025-07-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1779.46,Services
2025-07-31,Expense,Supply Warehouse,Business,Business Checking *9901,-135.65,Services
2025-07-31,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-118.05,Health
2025-08-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,998.57,Services
2025-08-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-08-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-08-01,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-139.02,Shopping
2025-08-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2016.87,Services
2025-08-02,Expense,Supply Warehouse,Business,Business Checking *9901,-407.82,Services
2025-08-02,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-179.69,Travel
2025-08-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-08-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2759.05,Services
2025-08-04,Expense,Supply Warehouse,Business,Business Checking *9901,-479.28,Services
2025-08-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2196.65,Services
2025-08-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-08-06,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-154.0,Food & Drink
2025-08-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1662.32,Services
2025-08-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-08-07,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-120.61,Entertainment
2025-08-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1464.29,Services
2025-08-08,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-108.38,Shopping
2025-08-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2020.92,Services
2025-08-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-08-09,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-159.04,Travel
2025-08-10,Expense,Supply Warehouse,Business,Business Checking *9901,-386.7,Services
2025-08-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-08-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-08-10,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-83.67,Entertainment
2025-08-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2208.54,Services
2025-08-11,Expense,Supply Warehouse,Business,Business Checking *9901,-595.72,Services
2025-08-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-08-11,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-130.97,Food & Drink
2025-08-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1638.91,Services
2025-08-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1416.92,Bills
2025-08-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1416.92,Bills
2025-08-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1844.88,Bills
2025-08-12,Payment,Payment Received,Personal,Travel Rewards *5541,1844.88,Bills
2025-08-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-08-13,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-144.1,Health
2025-08-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,981.33,Services
2025-08-14,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-124.25,Entertainment
2025-08-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1349.39,Services
2025-08-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-08-15,Expense,Travel Purchase,Personal,Travel Rewards *5541,-74.56,Travel
2025-08-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1272.13,Services
2025-08-16,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-119.91,Shopping
2025-08-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-08-17,Expense,Travel Purchase,Personal,Travel Rewards *5541,-104.4,Travel
2025-08-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2695.81,Services
2025-08-18,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-130.41,Food & Drink
2025-08-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2950.18,Services
2025-08-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-08-19,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-111.82,Shopping
2025-08-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1324.35,Services
2025-08-21,Expense,Supply Warehouse,Business,Business Checking *9901,-396.59,Services
2025-08-21,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-71.57,Transport
2025-08-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2799.45,Services
2025-08-22,Expense,Supply Warehouse,Business,Business Checking *9901,-327.2,Services
2025-08-22,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-84.86,Transport
2025-08-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2367.29,Services
2025-08-24,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-39.58,Shopping
2025-08-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1846.02,Services
2025-08-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2469.52,Services
2025-08-26,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-59.77,Shopping
2025-08-27,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-52.84,Transport
2025-08-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2009.42,Services
2025-08-28,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-124.46,Shopping
2025-08-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1528.4,Services
2025-08-29,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-146.7,Transport
2025-08-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2016.65,Services
2025-08-31,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-116.62,Food & Drink
2025-09-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1916.85,Services
2025-09-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-09-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-09-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2570.13,Services
2025-09-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-09-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2686.17,Services
2025-09-04,Expense,Supply Warehouse,Business,Business Checking *9901,-233.18,Services
2025-09-05,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2476.42,Services
2025-09-05,Expense,Supply Warehouse,Business,Business Checking *9901,-309.69,Services
2025-09-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-09-05,Expense,Health Purchase,Personal,Travel Rewards *5541,-97.6,Health
2025-09-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1129.61,Services
2025-09-06,Expense,Supply Warehouse,Business,Business Checking *9901,-392.7,Services
2025-09-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-09-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1368.02,Services
2025-09-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2644.7,Services
2025-09-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-09-09,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-24.73,Entertainment
2025-09-10,Expense,Supply Warehouse,Business,Business Checking *9901,-235.11,Services
2025-09-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-09-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-09-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1750.54,Services
2025-09-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-09-11,Expense,Travel Purchase,Personal,Travel Rewards *5541,-159.94,Travel
2025-09-12,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1426.7,Services
2025-09-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1322.78,Bills
2025-09-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1322.78,Bills
2025-09-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1571.21,Bills
2025-09-12,Payment,Payment Received,Personal,Travel Rewards *5541,1571.21,Bills
2025-09-12,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-69.38,Health
2025-09-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1560.34,Services
2025-09-13,Expense,Supply Warehouse,Business,Business Checking *9901,-302.49,Services
2025-09-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-09-14,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-113.07,Health
2025-09-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2178.69,Services
2025-09-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-09-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,930.96,Services
2025-09-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-09-17,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-20.41,Transport
2025-09-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2485.82,Services
2025-09-18,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-76.91,Entertainment
2025-09-19,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2365.22,Services
2025-09-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-09-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2181.21,Services
2025-09-20,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-90.47,Shopping
2025-09-21,Expense,Supply Warehouse,Business,Business Checking *9901,-476.29,Services
2025-09-22,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2351.11,Services
2025-09-22,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-112.0,Health
2025-09-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2433.45,Services
2025-09-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1473.96,Services
2025-09-25,Expense,Supply Warehouse,Business,Business Checking *9901,-336.77,Services
2025-09-25,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-77.68,Entertainment
2025-09-26,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2163.26,Services
2025-09-26,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-70.43,Travel
2025-09-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1218.79,Services
2025-09-27,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-140.26,Shopping
2025-09-29,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1623.91,Services
2025-09-29,Expense,Transport Purchase,Personal,Travel Rewards *5541,-85.13,Transport
2025-09-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1196.79,Services
2025-09-30,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-166.41,Health
2025-10-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-10-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-10-01,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-188.49,Health
2025-10-02,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2588.72,Services
2025-10-02,Expense,Supply Warehouse,Business,Business Checking *9901,-444.84,Services
2025-10-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1537.86,Services
2025-10-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-10-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2917.17,Services
2025-10-04,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-60.88,Entertainment
2025-10-05,Expense,Supply Warehouse,Business,Business Checking *9901,-588.41,Services
2025-10-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-10-05,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-148.57,Transport
2025-10-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2257.03,Services
2025-10-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2786.28,Services
2025-10-07,Expense,Supply Warehouse,Business,Business Checking *9901,-482.99,Services
2025-10-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-10-07,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-89.11,Travel
2025-10-08,Expense,Supply Warehouse,Business,Business Checking *9901,-591.0,Services
2025-10-08,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-43.06,Travel
2025-10-09,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2381.3,Services
2025-10-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-10-09,Expense,Food & Drink Purchase,Personal,Platinum Mastercard *1820,-74.38,Food & Drink
2025-10-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1130.93,Services
2025-10-10,Expense,Supply Warehouse,Business,Business Checking *9901,-510.14,Services
2025-10-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-10-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-10-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2333.41,Services
2025-10-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-10-11,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-93.88,Food & Drink
2025-10-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1973.35,Bills
2025-10-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1973.35,Bills
2025-10-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-1741.52,Bills
2025-10-12,Payment,Payment Received,Personal,Travel Rewards *5541,1741.52,Bills
2025-10-12,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-134.67,Entertainment
2025-10-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1188.86,Services
2025-10-13,Expense,Supply Warehouse,Business,Business Checking *9901,-178.54,Services
2025-10-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-10-13,Expense,Transport Purchase,Personal,Travel Rewards *5541,-168.46,Transport
2025-10-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2474.69,Services
2025-10-14,Expense,Health Purchase,Personal,Travel Rewards *5541,-46.89,Health
2025-10-15,Expense,Supply Warehouse,Business,Business Checking *9901,-546.86,Services
2025-10-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-10-15,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-155.78,Food & Drink
2025-10-16,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1560.44,Services
2025-10-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2945.43,Services
2025-10-17,Expense,Supply Warehouse,Business,Business Checking *9901,-462.08,Services
2025-10-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
2025-10-17,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-103.78,Entertainment
2025-10-18,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2488.73,Services
2025-10-18,Expense,Supply Warehouse,Business,Business Checking *9901,-421.92,Services
2025-10-19,Expense,Sub: Playstation Plus,Personal,Platinum Mastercard *1820,-14.99,Entertainment
2025-10-19,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-114.47,Health
2025-10-20,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1843.62,Services
2025-10-20,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-169.03,Entertainment
2025-10-21,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,939.41,Services
2025-10-21,Expense,Supply Warehouse,Business,Business Checking *9901,-481.44,Services
2025-10-21,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-169.67,Shopping
2025-10-22,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-36.53,Shopping
2025-10-23,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2141.45,Services
2025-10-23,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-142.17,Travel
2025-10-24,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2075.66,Services
2025-10-24,Expense,Shopping Purchase,Personal,Platinum Mastercard *1820,-146.77,Shopping
2025-10-25,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2355.25,Services
2025-10-26,Expense,Shopping Purchase,Personal,Travel Rewards *5541,-82.17,Shopping
2025-10-27,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2973.32,Services
2025-10-27,Expense,Supply Warehouse,Business,Business Checking *9901,-228.34,Services
2025-10-27,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-43.66,Entertainment
2025-10-28,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1594.84,Services
2025-10-28,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-42.32,Health
2025-10-30,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2603.0,Services
2025-10-31,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,971.51,Services
2025-11-01,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2731.87,Services
2025-11-01,Expense,Rent,Personal,Adv SafeBalance *2290,-2000.0,Bills
2025-11-01,Expense,Sub: Netflix,Personal,Travel Rewards *5541,-19.99,Entertainment
2025-11-01,Expense,Transport Purchase,Personal,Travel Rewards *5541,-106.97,Transport
2025-11-02,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-50.57,Transport
2025-11-03,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1606.71,Services
2025-11-03,Expense,Supply Warehouse,Business,Business Checking *9901,-461.04,Services
2025-11-03,Expense,Sub: Spotify,Personal,Travel Rewards *5541,-10.99,Entertainment
2025-11-03,Expense,Health Purchase,Personal,Platinum Mastercard *1820,-79.37,Health
2025-11-04,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2314.32,Services
2025-11-04,Expense,Supply Warehouse,Business,Business Checking *9901,-577.63,Services
2025-11-05,Expense,Supply Warehouse,Business,Business Checking *9901,-282.35,Services
2025-11-05,Expense,Sub: YouTube Premium,Personal,Travel Rewards *5541,-13.99,Entertainment
2025-11-05,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-131.51,Food & Drink
2025-11-06,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2558.63,Services
2025-11-06,Expense,Supply Warehouse,Business,Business Checking *9901,-442.99,Services
2025-11-06,Expense,Entertainment Purchase,Personal,Platinum Mastercard *1820,-97.56,Entertainment
2025-11-07,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2888.71,Services
2025-11-07,Expense,Supply Warehouse,Business,Business Checking *9901,-381.19,Services
2025-11-07,Expense,Sub: Amazon Prime,Personal,Platinum Mastercard *1820,-14.99,Shopping
2025-11-07,Expense,Travel Purchase,Personal,Platinum Mastercard *1820,-37.57,Travel
2025-11-08,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2862.91,Services
2025-11-09,Expense,Supply Warehouse,Business,Business Checking *9901,-121.87,Services
2025-11-09,Expense,Sub: Adobe CC,Business,Business Checking *9901,-54.99,Services
2025-11-10,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2343.91,Services
2025-11-10,Transfer,Owner Payout,Business,Business Checking *9901,-6666.67,Bills
2025-11-10,Transfer,Transfer from Business,Personal,Adv SafeBalance *2290,6666.67,Services
2025-11-10,Expense,Food & Drink Purchase,Personal,Travel Rewards *5541,-145.21,Food & Drink
2025-11-11,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2048.93,Services
2025-11-11,Expense,Supply Warehouse,Business,Business Checking *9901,-195.79,Services
2025-11-11,Expense,Sub: ChatGPT Plus,Business,Business Checking *9901,-20.0,Services
2025-11-12,Transfer,CC Pmt 1820,Personal,Adv SafeBalance *2290,-1324.35,Bills
2025-11-12,Payment,Payment Received,Personal,Platinum Mastercard *1820,1324.35,Bills
2025-11-12,Transfer,CC Pmt 5541,Personal,Adv SafeBalance *2290,-2033.25,Bills
2025-11-12,Payment,Payment Received,Personal,Travel Rewards *5541,2033.25,Bills
2025-11-12,Expense,Transport Purchase,Personal,Platinum Mastercard *1820,-140.46,Transport
2025-11-13,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1343.96,Services
2025-11-13,Expense,Sub: iCloud+,Personal,Platinum Mastercard *1820,-9.99,Bills
2025-11-14,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,1034.19,Services
2025-11-14,Expense,Entertainment Purchase,Personal,Travel Rewards *5541,-28.91,Entertainment
2025-11-15,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,936.18,Services
2025-11-15,Expense,Sub: Hulu,Personal,Travel Rewards *5541,-14.99,Entertainment
2025-11-17,Deposit,Client Pmt: Plumbing,Business,Business Checking *9901,2353.81,Services
2025-11-17,Expense,Sub: Microsoft 365,Business,Business Checking *9901,-6.99,Services
